timestamp,C1 - T1 - AC - CAC01 - Debit Air,C1 - T1 - AC - CAC02 - Debit Air,C1 - T1 - AC - CAC03 - Debit Air,C1 - T1 - AC - CAC04 - Debit Air,C1 - T1 - ELE - TGT070232 - PUISSANCE,C1 - T1 - ELE - TGT1120136 - PUISSANCE
1/16/2018 5:20,585.1528333,1439.343095,1615.361527,11.8804797,310.0231333,142.0353246
1/16/2018 5:30,682.4492358,1435.683352,1606.085423,11.8982023,316.8894,141.943309
1/16/2018 5:40,700.3350916,1434.640355,1601.889528,11.95668716,319.9238667,142.0230559
1/16/2018 5:50,773.220106,1431.709886,1600.018029,11.91503903,325.8778,141.9065028
1/16/2018 6:00,836.3797313,1433.528252,1594.959929,11.92921715,323.1929334,142.2843803
1/16/2018 6:10,1122.829816,1428.04836,1595.742392,11.91503892,332.856,142.3027834
1/16/2018 6:20,975.0367202,1429.776321,1602.013605,11.86718764,323.5992667,141.9739809
1/16/2018 6:30,985.1511382,1429.363383,1600.259932,11.86984603,324.8780667,141.8512934
1/16/2018 6:40,983.0004622,1426.951316,1600.491192,11.80161344,323.3953333,141.7445553
1/16/2018 6:50,954.9169157,1430.346116,1597.316174,11.77502929,322.5995333,141.9862496
1/16/2018 7:00,937.8401075,1432.535763,1596.342302,11.73338078,320.5908667,141.9617121
1/16/2018 7:10,931.2073532,1430.331057,1599.521792,11.73338073,314.5541334,142.0942146
1/16/2018 7:20,871.1084518,1430.598673,1600.826165,11.7599649,310.4678,142.1371553
1/16/2018 7:30,855.5398564,1429.48568,1602.805805,11.80781643,307.9485333,141.9617121
1/16/2018 7:40,874.76555,1430.095339,1601.340145,11.79718277,311.1409333,142.0291903
1/16/2018 7:50,896.5814313,1427.583128,1598.71538,11.80072732,310.2608,142.0046528
1/16/2018 8:00,771.8811536,1430.192819,1600.520446,11.79452435,300.7848,141.8095796
1/16/2018 8:10,506.5504382,1439.329808,1606.443411,11.72806387,277.8108667,141.5323059
1/16/2018 8:20,508.5424835,1439.001058,1605.063684,11.77946,279.3012667,141.4488784
1/16/2018 8:30,485.8440028,1440.246975,1603.073426,11.83085602,277.2220667,141.4709621
1/16/2018 8:40,561.9793813,1437.943002,1603.597129,11.77325703,284.4824,141.7102028
1/16/2018 8:50,613.2824596,1437.363452,1602.106653,11.78743525,289.5531333,141.8083528
1/16/2018 9:00,617.5474533,1433.790547,1605.37827,11.79895504,290.9684,141.5752465
1/16/2018 9:10,596.8073516,1438.039584,1602.394648,11.79009366,288.811,141.6917996
1/16/2018 9:20,535.6725484,1436.967369,1605.203711,11.7909798,282.4768,141.5752465
1/16/2018 9:30,456.1042544,1442.136206,1612.412451,11.75819255,274.6077333,141.4218871
1/16/2018 9:40,448.3576228,1443.600116,1610.084577,11.79452435,273.2446,141.550709
1/16/2018 9:50,421.362249,1444.285993,1609.972023,11.79984118,271.2190666,141.3237371
1/16/2018 10:00,409.7857175,1445.927113,1607.813385,11.80870255,269.215,141.4464246
1/16/2018 10:10,457.2668749,1443.005515,1604.031333,11.8211085,274.4176,141.2918384
1/16/2018 10:20,860.1052546,1430.077619,1594.326336,11.84769263,311.1746667,142.0291903
1/16/2018 10:30,894.9606802,1429.205661,1595.176149,11.83883127,315.7992,142.2684309
1/16/2018 10:40,806.384791,1431.080733,1596.292663,11.80515801,306.0824667,142.0659965
1/16/2018 10:50,699.7440248,1434.904419,1590.422006,11.79541049,296.3810667,142.031644
1/16/2018 11:00,679.4904196,1433.389131,1597.064506,11.77591545,295.9241334,141.7592778
1/16/2018 11:10,509.3373444,1434.386034,1598.801356,11.77502931,281.2501333,141.9163178
1/16/2018 11:20,524.9741731,1431.413919,1597.321491,11.77591545,282.0474667,141.7838153
1/16/2018 11:30,550.6394496,1429.433395,1595.993178,11.7493313,285.0911333,141.6672621
1/16/2018 11:40,537.1541719,1429.663796,1595.120309,11.78034614,283.9902,141.8083528
1/16/2018 11:50,597.9992066,1428.922982,1589.942597,11.72540545,289.0793333,141.8022184
1/16/2018 12:00,740.4001358,1421.241011,1587.849541,11.72895003,301.4656,142.0353246
1/16/2018 12:10,809.0715648,1418.540967,1585.88408,11.64476653,309.6014667,142.2598428
1/16/2018 12:20,760.7166692,1419.252533,1583.242496,11.65540022,305.3449334,142.0353247
1/16/2018 12:30,680.7691199,1421.720441,1586.134845,11.6190683,297.1968,141.9371746
1/16/2018 12:40,653.5938547,1423.063823,1585.131725,11.58362268,295.6604,141.9249059
1/16/2018 12:50,641.2924635,1422.562273,1582.024934,11.49323628,294.7925333,141.9126371
1/16/2018 13:00,685.6074422,1419.221506,1583.316052,11.4861472,299.9736667,141.7973109
1/16/2018 13:10,668.6369747,1420.295515,1585.565966,11.39930523,296.6356,141.7224715
1/16/2018 13:20,512.4060483,1417.381882,1576.491884,11.33461707,282.6347333,142.090534
1/16/2018 13:30,340.8838961,1418.100559,1568.542319,11.28942413,266.8138,142.3150521
1/16/2018 13:40,340.985803,1412.722555,1564.436848,11.23271128,267.6678666,142.5665615
1/16/2018 13:50,342.128038,1414.731453,1566.781562,11.21055768,267.628,142.2132215
1/16/2018 14:00,1102.274035,1430.649169,631.8346806,11.13169114,318.32,59.86904873
1/16/2018 14:10,1928.409103,1430.222068,22.03298607,11.08561184,377.5772,1.312756305
1/16/2018 14:20,1941.583325,1431.150737,21.98336233,11.08383954,377.7121333,1.285765054
1/16/2018 14:30,2060.515756,1428.83348,22.00197123,10.98813651,384.6351333,1.366738807
1/16/2018 14:40,1990.627645,1429.563659,22.05957022,10.99611177,380.3663334,1.352016306
1/16/2018 14:50,2013.695652,1428.308889,21.9780455,10.94294341,382.352,1.215833176
1/16/2018 15:00,2207.179016,1426.125433,22.05070881,10.92965123,394.5297333,1.191295675
1/16/2018 15:10,2299.9304,1422.852923,22.18097119,10.89509159,400.8792667,1.171665674
1/16/2018 15:20,2147.079223,1426.37088,22.18540185,10.8454678,390.7301334,1.213379425
1/16/2018 15:30,2422.002415,1421.12052,22.13489197,10.8188836,407.1552001,1.214606301
1/16/2018 15:40,2294.68357,1423.073559,22.1215999,10.78077989,398.7556,1.344655056
1/16/2018 15:50,2381.340973,1421.162157,22.11894148,10.72672555,429.4928,1.302941304
1/16/2018 16:00,2420.404694,1418.571985,22.19514944,10.72052252,439.1114,1.210925675
1/16/2018 16:10,2295.782379,1416.913125,22.29528312,10.68241839,428.4332667,1.233009426
1/16/2018 16:20,2233.562056,1416.36283,22.32718442,10.64785873,422.9224667,1.172892548
1/16/2018 16:30,2226.760961,1414.815627,22.43352165,10.62659136,422.8565334,1.251412552
1/16/2018 16:40,2349.479807,1411.258659,22.47339808,10.54329424,428.6326001,1.228101926
1/16/2018 16:50,2255.01286,1410.968888,22.46010609,10.52645761,422.3582001,1.186388174
1/16/2018 17:00,2425.764061,1414.771317,22.49289333,10.42721003,433.1881334,1.273496303
1/16/2018 17:10,2468.474229,1423.413842,22.522136,10.34745702,429.3272,1.371646307
1/16/2018 17:20,1714.132471,1416.993753,844.610211,10.3226451,362.4002666,82.96497157
1/16/2018 17:30,730.4514479,1406.832391,1548.972793,10.41746243,305.3372667,161.021216
1/16/2018 17:40,671.1137354,1406.43275,1553.558571,10.49012591,300.3999333,165.7140131
1/16/2018 17:50,680.6184693,1407.645862,1550.961307,10.62216068,302.8486667,165.5900988
1/16/2018 18:00,634.6854025,1403.62279,1546.100835,10.67975993,298.8359333,165.1741881
1/16/2018 18:10,502.8658681,1410.461142,1564.112512,10.692166,285.6048,164.6380437
1/16/2018 18:20,493.904337,1409.597138,1562.570618,10.63811125,282.2590667,164.0012955
1/16/2018 18:30,529.2506887,1406.44161,1559.809412,10.57785366,284.8718667,163.3670011
1/16/2018 18:40,582.409342,1403.848745,1558.345494,10.4555665,290.9668667,162.5548099
1/16/2018 18:50,507.5225334,1405.118596,1560.702639,10.3979673,282.2023333,162.6394642
1/16/2018 19:00,517.6431419,1401.6024,1563.537412,10.28808551,283.4351333,163.0222493
1/16/2018 19:10,563.5788663,1403.486318,1563.942366,10.2747934,287.3190667,162.6198342
1/16/2018 19:20,578.2028399,1407.00165,1563.352182,10.21896671,287.73,149.9179969
1/16/2018 19:30,654.1654191,1406.187277,1559.944989,10.20744688,295.8674,147.8126792
1/16/2018 19:40,710.5248103,1406.508944,1556.58475,10.12414988,301.1865334,147.9660386
1/16/2018 19:50,722.0951446,1412.30608,1560.558192,10.08870435,302.1724667,148.1463893
1/16/2018 20:00,603.1255249,1428.783853,1581.294762,10.42632371,290.1772,147.8580736
1/16/2018 20:10,491.1741351,1439.841995,1584.262446,10.87027984,279.1310667,148.0445587
1/16/2018 20:20,652.1148846,1446.933777,1576.412122,11.50032549,292.0800667,144.5148391
1/16/2018 20:30,954.9390758,1427.474135,1577.219405,11.98770243,321.1152667,141.6905728
1/16/2018 20:40,913.6981043,1430.019134,1574.934041,12.43431672,318.0378666,141.9065028
1/16/2018 20:50,938.7014378,1429.763046,1574.593766,12.7799118,319.6233333,141.7347403
1/16/2018 21:00,1027.55205,1425.091307,1586.174735,12.9934714,326.4681334,141.992384
1/16/2018 21:10,926.6596826,1430.308021,1591.008617,13.15031836,318.8137333,142.0328709
1/16/2018 21:20,1074.575949,1423.975666,1586.128659,13.39400709,330.7798667,141.747009
1/16/2018 21:30,1029.837405,1424.507338,1567.646431,13.53313142,326.6076666,141.8635621
1/16/2018 21:40,969.8404007,1426.398367,1573.419625,13.6323787,321.9984667,141.8206215
1/16/2018 21:50,981.0181768,1429.617703,1584.344834,13.70149767,323.9243334,142.2745653
1/16/2018 22:00,950.6661076,1425.591084,1586.425514,13.83264636,321.4894,141.9555777
1/16/2018 22:10,1073.545375,1427.805552,1582.619525,13.94341365,328.3357333,142.0107871
1/16/2018 22:20,984.1329524,1428.44535,1585.320492,14.10114619,323.5195334,142.051274
1/16/2018 22:30,834.8644364,1428.957534,1590.262499,14.20216636,311.3847333,141.9985184
1/16/2018 22:40,879.3282955,1431.112621,1586.662116,14.18798804,316.0782667,142.0475934
1/16/2018 22:50,837.4050012,1428.119247,1589.895642,14.1968495,313.4087333,141.9187715
1/16/2018 23:00,913.6006377,1418.139543,1571.189222,14.22254766,319.0820667,141.845159
1/16/2018 23:10,934.4550587,1424.168844,1586.057766,14.331543,320.9358667,141.9653928
